site,date,treatment,design,height,tile_type,replicate,tile_id,oysters
brisbane_waters,15/9/23,uncaged,T1,3,T1-H03,1,T1-H03-1-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,3,T1-H03,2,T1-H03-2-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,3,T1-H03,3,T1-H03-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,3,T1-H03,4,T1-H03-4-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,3,T1-H03,5,T1-H03-5-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,4,T1-H04,1,T1-H04-1-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,4,T1-H04,2,T1-H04-2-un-BW,1
brisbane_waters,15/9/23,uncaged,T1,4,T1-H04,3,T1-H04-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,4,T1-H04,4,T1-H04-4-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,4,T1-H04,5,T1-H04-5-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,6,T1-H06,1,T1-H06-1-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,6,T1-H06,2,T1-H06-2-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,6,T1-H06,3,T1-H06-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,6,T1-H06,4,T1-H06-4-un-BW,1
brisbane_waters,15/9/23,uncaged,T1,6,T1-H06,5,T1-H06-5-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,12,T1-H12,1,T1-H12-1-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,12,T1-H12,2,T1-H12-2-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,12,T1-H12,3,T1-H12-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T1,12,T1-H12,4,T1-H12-4-un-BW,2
brisbane_waters,15/9/23,uncaged,T1,12,T1-H12,5,T1-H12-5-un-BW,3
brisbane_waters,15/9/23,uncaged,T2,3,T2-H03,1,T2-H03-1-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,3,T2-H03,2,T2-H03-2-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,3,T2-H03,3,T2-H03-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,3,T2-H03,4,T2-H03-4-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,3,T2-H03,5,T2-H03-5-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,4,T2-H04,1,T2-H04-1-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,4,T2-H04,2,T2-H04-2-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,4,T2-H04,3,T2-H04-3-un-BW,3
brisbane_waters,15/9/23,uncaged,T2,4,T2-H04,4,T2-H04-4-un-BW,2
brisbane_waters,15/9/23,uncaged,T2,4,T2-H04,5,T2-H04-5-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,6,T2-H06,1,T2-H06-1-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,6,T2-H06,2,T2-H06-2-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,6,T2-H06,3,T2-H06-3-un-BW,0
brisbane_waters,15/9/23,uncaged,T2,6,T2-H06,4,T2-H06-4-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,6,T2-H06,5,T2-H06-5-un-BW,1
brisbane_waters,15/9/23,uncaged,T2,12,T2-H12,1,T2-H12-1-un-BW,7
brisbane_waters,15/9/23,uncaged,T2,12,T2-H12,2,T2-H12-2-un-BW,13
brisbane_waters,15/9/23,uncaged,T2,12,T2-H12,3,T2-H12-3-un-BW,12
brisbane_waters,15/9/23,uncaged,T2,12,T2-H12,4,T2-H12-4-un-BW,8
brisbane_waters,15/9/23,uncaged,T2,12,T2-H12,5,T2-H12-5-un-BW,14
brisbane_waters,15/9/23,uncaged,T3,3,T3-H03,1,T3-H03-1-un-BW,1
brisbane_waters,15/9/23,uncaged,T3,3,T3-H03,2,T3-H03-2-un-BW,1
brisbane_waters,15/9/23,uncaged,T3,3,T3-H03,3,T3-H03-3-un-BW,1
brisbane_waters,15/9/23,uncaged,T3,3,T3-H03,4,T3-H03-4-un-BW,0
brisbane_waters,15/9/23,uncaged,T3,3,T3-H03,5,T3-H03-5-un-BW,3
brisbane_waters,15/9/23,uncaged,T3,4,T3-H04,1,T3-H04-1-un-BW,3
brisbane_waters,15/9/23,uncaged,T3,4,T3-H04,2,T3-H04-2-un-BW,2
brisbane_waters,15/9/23,uncaged,T3,4,T3-H04,3,T3-H04-3-un-BW,1
brisbane_waters,15/9/23,uncaged,T3,4,T3-H04,4,T3-H04-4-un-BW,7
brisbane_waters,15/9/23,uncaged,T3,4,T3-H04,5,T3-H04-5-un-BW,2
brisbane_waters,15/9/23,uncaged,T3,6,T3-H06,1,T3-H06-1-un-BW,12
brisbane_waters,15/9/23,uncaged,T3,6,T3-H06,2,T3-H06-2-un-BW,26
brisbane_waters,15/9/23,uncaged,T3,6,T3-H06,3,T3-H06-3-un-BW,14
brisbane_waters,15/9/23,uncaged,T3,6,T3-H06,4,T3-H06-4-un-BW,9
brisbane_waters,15/9/23,uncaged,T3,6,T3-H06,5,T3-H06-5-un-BW,6
brisbane_waters,15/9/23,uncaged,T3,12,T3-H12,1,T3-H12-1-un-BW,23
brisbane_waters,15/9/23,uncaged,T3,12,T3-H12,2,T3-H12-2-un-BW,6
brisbane_waters,15/9/23,uncaged,T3,12,T3-H12,3,T3-H12-3-un-BW,20
brisbane_waters,15/9/23,uncaged,T3,12,T3-H12,4,T3-H12-4-un-BW,26
brisbane_waters,15/9/23,uncaged,T3,12,T3-H12,5,T3-H12-5-un-BW,21
brisbane_waters,15/9/23,uncaged,T4,3,T4-H03,1,T4-H03-1-un-BW,1
brisbane_waters,15/9/23,uncaged,T4,3,T4-H03,2,T4-H03-2-un-BW,3
brisbane_waters,15/9/23,uncaged,T4,3,T4-H03,3,T4-H03-3-un-BW,2
brisbane_waters,15/9/23,uncaged,T4,3,T4-H03,4,T4-H03-4-un-BW,4
brisbane_waters,15/9/23,uncaged,T4,3,T4-H03,5,T4-H03-5-un-BW,2
brisbane_waters,15/9/23,uncaged,T4,4,T4-H04,1,T4-H04-1-un-BW,11
brisbane_waters,15/9/23,uncaged,T4,4,T4-H04,2,T4-H04-2-un-BW,4
brisbane_waters,15/9/23,uncaged,T4,4,T4-H04,3,T4-H04-3-un-BW,4
brisbane_waters,15/9/23,uncaged,T4,4,T4-H04,4,T4-H04-4-un-BW,6
brisbane_waters,15/9/23,uncaged,T4,4,T4-H04,5,T4-H04-5-un-BW,4
brisbane_waters,15/9/23,uncaged,T4,6,T4-H06,1,T4-H06-1-un-BW,31
brisbane_waters,15/9/23,uncaged,T4,6,T4-H06,2,T4-H06-2-un-BW,16
brisbane_waters,15/9/23,uncaged,T4,6,T4-H06,3,T4-H06-3-un-BW,12
brisbane_waters,15/9/23,uncaged,T4,6,T4-H06,4,T4-H06-4-un-BW,13
brisbane_waters,15/9/23,uncaged,T4,6,T4-H06,5,T4-H06-5-un-BW,13
brisbane_waters,15/9/23,uncaged,T4,12,T4-H12,1,T4-H12-1-un-BW,21
brisbane_waters,15/9/23,uncaged,T4,12,T4-H12,2,T4-H12-2-un-BW,17
brisbane_waters,15/9/23,uncaged,T4,12,T4-H12,3,T4-H12-3-un-BW,27
brisbane_waters,15/9/23,uncaged,T4,12,T4-H12,4,T4-H12-4-un-BW,32
brisbane_waters,15/9/23,uncaged,T4,12,T4-H12,5,T4-H12-5-un-BW,15
brisbane_waters,15/9/23,caged,T1,3,T1-H03,1,T1-H03-1-ca-BW,10
brisbane_waters,15/9/23,caged,T1,3,T1-H03,2,T1-H03-2-ca-BW,0
brisbane_waters,15/9/23,caged,T1,3,T1-H03,3,T1-H03-3-ca-BW,3
brisbane_waters,15/9/23,caged,T1,3,T1-H03,4,T1-H03-4-ca-BW,4
brisbane_waters,15/9/23,caged,T1,3,T1-H03,5,T1-H03-5-ca-BW,7
brisbane_waters,15/9/23,caged,T1,4,T1-H04,1,T1-H04-1-ca-BW,0
brisbane_waters,15/9/23,caged,T1,4,T1-H04,2,T1-H04-2-ca-BW,2
brisbane_waters,15/9/23,caged,T1,4,T1-H04,3,T1-H04-3-ca-BW,1
brisbane_waters,15/9/23,caged,T1,4,T1-H04,4,T1-H04-4-ca-BW,2
brisbane_waters,15/9/23,caged,T1,4,T1-H04,5,T1-H04-5-ca-BW,7
brisbane_waters,15/9/23,caged,T1,6,T1-H06,1,T1-H06-1-ca-BW,9
brisbane_waters,15/9/23,caged,T1,6,T1-H06,2,T1-H06-2-ca-BW,5
brisbane_waters,15/9/23,caged,T1,6,T1-H06,3,T1-H06-3-ca-BW,12
brisbane_waters,15/9/23,caged,T1,6,T1-H06,4,T1-H06-4-ca-BW,2
brisbane_waters,15/9/23,caged,T1,6,T1-H06,5,T1-H06-5-ca-BW,7
brisbane_waters,15/9/23,caged,T1,12,T1-H12,1,T1-H12-1-ca-BW,24
brisbane_waters,15/9/23,caged,T1,12,T1-H12,2,T1-H12-2-ca-BW,9
brisbane_waters,15/9/23,caged,T1,12,T1-H12,3,T1-H12-3-ca-BW,18
brisbane_waters,15/9/23,caged,T1,12,T1-H12,4,T1-H12-4-ca-BW,7
brisbane_waters,15/9/23,caged,T1,12,T1-H12,5,T1-H12-5-ca-BW,10
brisbane_waters,15/9/23,caged,T2,3,T2-H03,1,T2-H03-1-ca-BW,5
brisbane_waters,15/9/23,caged,T2,3,T2-H03,2,T2-H03-2-ca-BW,2
brisbane_waters,15/9/23,caged,T2,3,T2-H03,3,T2-H03-3-ca-BW,3
brisbane_waters,15/9/23,caged,T2,3,T2-H03,4,T2-H03-4-ca-BW,0
brisbane_waters,15/9/23,caged,T2,3,T2-H03,5,T2-H03-5-ca-BW,4
brisbane_waters,15/9/23,caged,T2,4,T2-H04,1,T2-H04-1-ca-BW,6
brisbane_waters,15/9/23,caged,T2,4,T2-H04,2,T2-H04-2-ca-BW,9
brisbane_waters,15/9/23,caged,T2,4,T2-H04,3,T2-H04-3-ca-BW,1
brisbane_waters,15/9/23,caged,T2,4,T2-H04,4,T2-H04-4-ca-BW,2
brisbane_waters,15/9/23,caged,T2,4,T2-H04,5,T2-H04-5-ca-BW,2
brisbane_waters,15/9/23,caged,T2,6,T2-H06,1,T2-H06-1-ca-BW,6
brisbane_waters,15/9/23,caged,T2,6,T2-H06,2,T2-H06-2-ca-BW,20
brisbane_waters,15/9/23,caged,T2,6,T2-H06,3,T2-H06-3-ca-BW,4
brisbane_waters,15/9/23,caged,T2,6,T2-H06,4,T2-H06-4-ca-BW,3
brisbane_waters,15/9/23,caged,T2,6,T2-H06,5,T2-H06-5-ca-BW,5
brisbane_waters,15/9/23,caged,T2,12,T2-H12,1,T2-H12-1-ca-BW,18
brisbane_waters,15/9/23,caged,T2,12,T2-H12,2,T2-H12-2-ca-BW,24
brisbane_waters,15/9/23,caged,T2,12,T2-H12,3,T2-H12-3-ca-BW,16
brisbane_waters,15/9/23,caged,T2,12,T2-H12,4,T2-H12-4-ca-BW,17
brisbane_waters,15/9/23,caged,T2,12,T2-H12,5,T2-H12-5-ca-BW,17
brisbane_waters,15/9/23,caged,T3,3,T3-H03,1,T3-H03-1-ca-BW,15
brisbane_waters,15/9/23,caged,T3,3,T3-H03,2,T3-H03-2-ca-BW,14
brisbane_waters,15/9/23,caged,T3,3,T3-H03,3,T3-H03-3-ca-BW,8
brisbane_waters,15/9/23,caged,T3,3,T3-H03,4,T3-H03-4-ca-BW,2
brisbane_waters,15/9/23,caged,T3,3,T3-H03,5,T3-H03-5-ca-BW,8
brisbane_waters,15/9/23,caged,T3,4,T3-H04,1,T3-H04-1-ca-BW,25
brisbane_waters,15/9/23,caged,T3,4,T3-H04,2,T3-H04-2-ca-BW,6
brisbane_waters,15/9/23,caged,T3,4,T3-H04,3,T3-H04-3-ca-BW,7
brisbane_waters,15/9/23,caged,T3,4,T3-H04,4,T3-H04-4-ca-BW,7
brisbane_waters,15/9/23,caged,T3,4,T3-H04,5,T3-H04-5-ca-BW,11
brisbane_waters,15/9/23,caged,T3,6,T3-H06,1,T3-H06-1-ca-BW,19
brisbane_waters,15/9/23,caged,T3,6,T3-H06,2,T3-H06-2-ca-BW,14
brisbane_waters,15/9/23,caged,T3,6,T3-H06,3,T3-H06-3-ca-BW,20
brisbane_waters,15/9/23,caged,T3,6,T3-H06,4,T3-H06-4-ca-BW,22
brisbane_waters,15/9/23,caged,T3,6,T3-H06,5,T3-H06-5-ca-BW,19
brisbane_waters,15/9/23,caged,T3,12,T3-H12,1,T3-H12-1-ca-BW,32
brisbane_waters,15/9/23,caged,T3,12,T3-H12,2,T3-H12-2-ca-BW,29
brisbane_waters,15/9/23,caged,T3,12,T3-H12,3,T3-H12-3-ca-BW,43
brisbane_waters,15/9/23,caged,T3,12,T3-H12,4,T3-H12-4-ca-BW,32
brisbane_waters,15/9/23,caged,T3,12,T3-H12,5,T3-H12-5-ca-BW,23
brisbane_waters,15/9/23,caged,T4,3,T4-H03,1,T4-H03-1-ca-BW,13
brisbane_waters,15/9/23,caged,T4,3,T4-H03,2,T4-H03-2-ca-BW,17
brisbane_waters,15/9/23,caged,T4,3,T4-H03,3,T4-H03-3-ca-BW,2
brisbane_waters,15/9/23,caged,T4,3,T4-H03,4,T4-H03-4-ca-BW,4
brisbane_waters,15/9/23,caged,T4,3,T4-H03,5,T4-H03-5-ca-BW,2
brisbane_waters,15/9/23,caged,T4,4,T4-H04,1,T4-H04-1-ca-BW,16
brisbane_waters,15/9/23,caged,T4,4,T4-H04,2,T4-H04-2-ca-BW,8
brisbane_waters,15/9/23,caged,T4,4,T4-H04,3,T4-H04-3-ca-BW,8
brisbane_waters,15/9/23,caged,T4,4,T4-H04,4,T4-H04-4-ca-BW,3
brisbane_waters,15/9/23,caged,T4,4,T4-H04,5,T4-H04-5-ca-BW,
brisbane_waters,15/9/23,caged,T4,6,T4-H06,1,T4-H06-1-ca-BW,20
brisbane_waters,15/9/23,caged,T4,6,T4-H06,2,T4-H06-2-ca-BW,15
brisbane_waters,15/9/23,caged,T4,6,T4-H06,3,T4-H06-3-ca-BW,16
brisbane_waters,15/9/23,caged,T4,6,T4-H06,4,T4-H06-4-ca-BW,15
brisbane_waters,15/9/23,caged,T4,6,T4-H06,5,T4-H06-5-ca-BW,13
brisbane_waters,15/9/23,caged,T4,12,T4-H12,1,T4-H12-1-ca-BW,47
brisbane_waters,15/9/23,caged,T4,12,T4-H12,2,T4-H12-2-ca-BW,39
brisbane_waters,15/9/23,caged,T4,12,T4-H12,3,T4-H12-3-ca-BW,37
brisbane_waters,15/9/23,caged,T4,12,T4-H12,4,T4-H12-4-ca-BW,25
brisbane_waters,15/9/23,caged,T4,12,T4-H12,5,T4-H12-5-ca-BW,22
brisbane_waters,15/9/23,control,T4,3,T4-H03,1,T4-H03-1-control-BW,2
brisbane_waters,15/9/23,control,T4,3,T4-H03,2,T4-H03-2-control-BW,4
brisbane_waters,15/9/23,control,T4,3,T4-H03,3,T4-H03-3-control-BW,1
brisbane_waters,15/9/23,control,T4,3,T4-H03,4,T4-H03-4-control-BW,5
brisbane_waters,15/9/23,control,T4,3,T4-H03,5,T4-H03-5-control-BW,4
brisbane_waters,15/9/23,control,T3,4,T3-H04,1,T3-H04-1-control-BW,0
brisbane_waters,15/9/23,control,T3,4,T3-H04,2,T3-H04-2-control-BW,0
brisbane_waters,15/9/23,control,T3,4,T3-H04,3,T3-H04-3-control-BW,1
brisbane_waters,15/9/23,control,T3,4,T3-H04,4,T3-H04-4-control-BW,2
brisbane_waters,15/9/23,control,T3,4,T3-H04,5,T3-H04-5-control-BW,0
brisbane_waters,15/9/23,control,T2,6,T2-H06,1,T2-H06-1-control-BW,5
brisbane_waters,15/9/23,control,T2,6,T2-H06,2,T2-H06-2-control-BW,3
brisbane_waters,15/9/23,control,T2,6,T2-H06,3,T2-H06-3-control-BW,0
brisbane_waters,15/9/23,control,T2,6,T2-H06,4,T2-H06-4-control-BW,0
brisbane_waters,15/9/23,control,T2,6,T2-H06,5,T2-H06-5-control-BW,0
brisbane_waters,15/9/23,control,T1,12,T1-H12,1,T1-H12-1-control-BW,2
brisbane_waters,15/9/23,control,T1,12,T1-H12,2,T1-H12-2-control-BW,0
brisbane_waters,15/9/23,control,T1,12,T1-H12,3,T1-H12-3-control-BW,0
brisbane_waters,15/9/23,control,T1,12,T1-H12,4,T1-H12-4-control-BW,3
brisbane_waters,15/9/23,control,T1,12,T1-H12,5,T1-H12-5-control-BW,0
port_hacking,13/10/23,uncaged,T1,3,T1-H03,1,T1-H03-1-un-PH,0
port_hacking,13/10/23,uncaged,T1,3,T1-H03,2,T1-H03-2-un-PH,0
port_hacking,13/10/23,uncaged,T1,3,T1-H03,3,T1-H03-3-un-PH,8
port_hacking,13/10/23,uncaged,T1,3,T1-H03,4,T1-H03-4-un-PH,3
port_hacking,13/10/23,uncaged,T1,3,T1-H03,5,T1-H03-5-un-PH,2
port_hacking,13/10/23,uncaged,T1,4,T1-H04,1,T1-H04-1-un-PH,0
port_hacking,13/10/23,uncaged,T1,4,T1-H04,2,T1-H04-2-un-PH,0
port_hacking,13/10/23,uncaged,T1,4,T1-H04,3,T1-H04-3-un-PH,2
port_hacking,13/10/23,uncaged,T1,4,T1-H04,4,T1-H04-4-un-PH,2
port_hacking,13/10/23,uncaged,T1,4,T1-H04,5,T1-H04-5-un-PH,0
port_hacking,13/10/23,uncaged,T1,6,T1-H06,1,T1-H06-1-un-PH,6
port_hacking,13/10/23,uncaged,T1,6,T1-H06,2,T1-H06-2-un-PH,1
port_hacking,13/10/23,uncaged,T1,6,T1-H06,3,T1-H06-3-un-PH,1
port_hacking,13/10/23,uncaged,T1,6,T1-H06,4,T1-H06-4-un-PH,0
port_hacking,13/10/23,uncaged,T1,6,T1-H06,5,T1-H06-5-un-PH,0
port_hacking,13/10/23,uncaged,T1,12,T1-H12,1,T1-H12-1-un-PH,4
port_hacking,13/10/23,uncaged,T1,12,T1-H12,2,T1-H12-2-un-PH,0
port_hacking,13/10/23,uncaged,T1,12,T1-H12,3,T1-H12-3-un-PH,6
port_hacking,13/10/23,uncaged,T1,12,T1-H12,4,T1-H12-4-un-PH,11
port_hacking,13/10/23,uncaged,T1,12,T1-H12,5,T1-H12-5-un-PH,1
port_hacking,13/10/23,uncaged,T2,3,T2-H03,1,T2-H03-1-un-PH,7
port_hacking,13/10/23,uncaged,T2,3,T2-H03,2,T2-H03-2-un-PH,1
port_hacking,13/10/23,uncaged,T2,3,T2-H03,3,T2-H03-3-un-PH,2
port_hacking,13/10/23,uncaged,T2,3,T2-H03,4,T2-H03-4-un-PH,0
port_hacking,13/10/23,uncaged,T2,3,T2-H03,5,T2-H03-5-un-PH,10
port_hacking,13/10/23,uncaged,T2,4,T2-H04,1,T2-H04-1-un-PH,14
port_hacking,13/10/23,uncaged,T2,4,T2-H04,2,T2-H04-2-un-PH,0
port_hacking,13/10/23,uncaged,T2,4,T2-H04,3,T2-H04-3-un-PH,5
port_hacking,13/10/23,uncaged,T2,4,T2-H04,4,T2-H04-4-un-PH,16
port_hacking,13/10/23,uncaged,T2,4,T2-H04,5,T2-H04-5-un-PH,4
port_hacking,13/10/23,uncaged,T2,6,T2-H06,1,T2-H06-1-un-PH,6
port_hacking,13/10/23,uncaged,T2,6,T2-H06,2,T2-H06-2-un-PH,4
port_hacking,13/10/23,uncaged,T2,6,T2-H06,3,T2-H06-3-un-PH,4
port_hacking,13/10/23,uncaged,T2,6,T2-H06,4,T2-H06-4-un-PH,50
port_hacking,13/10/23,uncaged,T2,6,T2-H06,5,T2-H06-5-un-PH,11
port_hacking,13/10/23,uncaged,T2,12,T2-H12,1,T2-H12-1-un-PH,49
port_hacking,13/10/23,uncaged,T2,12,T2-H12,2,T2-H12-2-un-PH,7
port_hacking,13/10/23,uncaged,T2,12,T2-H12,3,T2-H12-3-un-PH,25
port_hacking,13/10/23,uncaged,T2,12,T2-H12,4,T2-H12-4-un-PH,30
port_hacking,13/10/23,uncaged,T2,12,T2-H12,5,T2-H12-5-un-PH,31
port_hacking,13/10/23,uncaged,T3,3,T3-H03,1,T3-H03-1-un-PH,0
port_hacking,13/10/23,uncaged,T3,3,T3-H03,2,T3-H03-2-un-PH,10
port_hacking,13/10/23,uncaged,T3,3,T3-H03,3,T3-H03-3-un-PH,5
port_hacking,13/10/23,uncaged,T3,3,T3-H03,4,T3-H03-4-un-PH,5
port_hacking,13/10/23,uncaged,T3,3,T3-H03,5,T3-H03-5-un-PH,2
port_hacking,13/10/23,uncaged,T3,4,T3-H04,1,T3-H04-1-un-PH,5
port_hacking,13/10/23,uncaged,T3,4,T3-H04,2,T3-H04-2-un-PH,6
port_hacking,13/10/23,uncaged,T3,4,T3-H04,3,T3-H04-3-un-PH,20
port_hacking,13/10/23,uncaged,T3,4,T3-H04,4,T3-H04-4-un-PH,27
port_hacking,13/10/23,uncaged,T3,4,T3-H04,5,T3-H04-5-un-PH,3
port_hacking,13/10/23,uncaged,T3,6,T3-H06,1,T3-H06-1-un-PH,31
port_hacking,13/10/23,uncaged,T3,6,T3-H06,2,T3-H06-2-un-PH,29
port_hacking,13/10/23,uncaged,T3,6,T3-H06,3,T3-H06-3-un-PH,24
port_hacking,13/10/23,uncaged,T3,6,T3-H06,4,T3-H06-4-un-PH,23
port_hacking,13/10/23,uncaged,T3,6,T3-H06,5,T3-H06-5-un-PH,33
port_hacking,13/10/23,uncaged,T3,12,T3-H12,1,T3-H12-1-un-PH,32
port_hacking,13/10/23,uncaged,T3,12,T3-H12,2,T3-H12-2-un-PH,14
port_hacking,13/10/23,uncaged,T3,12,T3-H12,3,T3-H12-3-un-PH,20
port_hacking,13/10/23,uncaged,T3,12,T3-H12,4,T3-H12-4-un-PH,14
port_hacking,13/10/23,uncaged,T3,12,T3-H12,5,T3-H12-5-un-PH,21
port_hacking,13/10/23,uncaged,T4,3,T4-H03,1,T4-H03-1-un-PH,17
port_hacking,13/10/23,uncaged,T4,3,T4-H03,2,T4-H03-2-un-PH,15
port_hacking,13/10/23,uncaged,T4,3,T4-H03,3,T4-H03-3-un-PH,8
